Name;Rechtsform;Strasse;PLZ;Ort;Bundesland;Telefon;Email;Website;MastrNummer;TAB_Niederspannung_Link;TAB_Typ;TAB_Stand;TAB_Ergaenzung_Link;Anmeldeportal;Planauskunft_Link;Link_geprueft;Link_Status;Quelle;Recherche_Datum;Anmerkung
E-Werke Haniel Haimhausen GmbH & Co. KG;GmbH & Co. KG;Dachauer Straße 4 a;85778;Haimhausen;BY;08133918418;p.mueller@e-werke-haniel.de;https://www.e-werke-haniel.de;SNB978299965228;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB978299965228)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Hammelburg GmbH;GmbH;Rote-Kreuz-Straße 44;97762;Hammelburg;BY;09732/902204;info@stw-hab.de;https://www.stadtwerke-hammelburg.de;SNB916711029424;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB916711029424)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerk Haßfurt GmbH;GmbH;Augsfelder Straße 6;97437;Haßfurt;BY;09521 9494 380;jutta.postler-sulimma@stwhas.de;https://www.stwhas.de;SNB964046129302;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB964046129302)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Heilsbronn;Eigenbetrieb;Kammereckerplatz 1;91560;Heilsbronn;BY;+49 (9872) 806 0;stadtwerke@stadt-heilsbronn.de;https://www.heilsbronn-stadtwerke.de;SNB980412578185;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB980412578185)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website, Rechtsform | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
Licht- und Kraftwerke Helmbrechts GmbH;GmbH;Münchberger Straße 65;95233;Helmbrechts;BY;09252/704-0;mail@luk-helmbrechts.de;https://www.luk-helmbrechts.de;SNB922269370765;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB922269370765)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Hemau;Eigenbetrieb;Propsteigaßl 2;93155;Hemau;BY;09491/940036;thomas.mehring@stadtwerke-hemau.de;https://www.stadtwerke-hemau.de;SNB939428749966;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB939428749966)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website, Rechtsform | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
Gemeindliche Werke Hengersberg;Eigenbetrieb;Passauer Straße 1;94491;Hengersberg;BY;09901/9308-0;info@gw-hengersberg.de;https://www.gw-hengersberg.de;SNB925878615876;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB925878615876)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website, Rechtsform | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
HEWA GmbH;GmbH;Wilhelm-Ulmer-Straße 12;91217;Hersbruck;BY;09151/8197-132;christian-fischer@hewagmbh.de;https://www.hewagmbh.de;SNB982085566391;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB982085566391)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Herzo Werke GmbH;GmbH;Schießhausstraße 9;91074;Herzogenaurach;BY;+49 (9132) 9040;mastr@herzowerke.de;https://www.herzowerke.de;SNB930312838582;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB930312838582)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Hof Energie+Wasser GmbH;GmbH;Unterkotzauer Weg 25;95028;Hof;BY;09281 812-0;info@stadtwerke-hof.de;https://www.stadtwerke-hof.de;SNB977206503256;n/a - nicht direkt gefunden;Unbekannt;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-hof.de/impressum/; MaStR Gesamtdatenexport 2026-09-18 (SNB977206503256)";2026-09-18;TAB vermutlich unter stadtwerke-hof.de/netze/ auffindbar. | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Hollfeld;Eigenbetrieb;Marienplatz 18;96142;Hollfeld;BY;09274-8372;ludwig.boehm@vg-hollfeld.bayern.de;https://www.stadtwerke-hollfeld.de;SNB958680286002;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB958680286002)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website, Rechtsform | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Gemeindewerke Holzkirchen GmbH;GmbH;Industriestraße 8;83607;Holzkirchen;BY;+49 8024 9044 0;gemeindewerke@gw-holzkirchen.de;https://www.gemeindewerke-holzkirchen.de;SNB924819944297;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB924819944297)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Ingolstadt Netze GmbH;GmbH;Ringlerstraße 28;85057;Ingolstadt;BY;(0841) 80-0;netzvertrieb@sw-i.de;https://swi-netze.de;SNB911347846643;https://swi-netze.de/fileadmin/media/04_Netze/C_Netze_Downloads/PDFs/01_Strom/Hausanschluss/Regelwerke/BDEW_Bundesmusterwortlaut_TAB_2023_v2.0.pdf;BDEW_Muster;TAB 2023 v2.0, gültig ab 01.05.2025;n/a;n/a - nicht verifiziert;n/a;n/a;n/a;"https://swi-netze.de/netze-footer/impressum/ | https://swi-netze.de/netzbeschreibung-1/; MaStR Gesamtdatenexport 2026-09-18 (SNB911347846643)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber
Stromversorgung Inzell eG;eG;Bauhofstraße 15;83334;Inzell;BY;+49(8665)888;info@sv-inzell.de;https://www.stromversorgung-inzell.de;SNB939431117011;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB939431117011)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
SVI – Stromversorgung Ismaning GmbH;GmbH;Mayerbacherstraße 42;85737;Ismaning;BY;+49 (089) 96057614;fuenlue@gwi-info.de;https://www.stromversorgung-ismaning.de;SNB919067474511;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB919067474511)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Gemeindewerke Kahl Versorgungsgesellschaft mbH;GmbH;Am Christnersee 4;63796;Kahl am Main;BY;06188-9950 0;info@gemeindewerke-kahl.de;https://www.gemeindewerke-kahl.de;SNB962006136537;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB962006136537)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Energieversorgung Lohr-Karlstadt und Umgebung GmbH & Co. KG;GmbH & Co. KG;Zum Helfenstein 4;97753;Karlstadt;BY;093537901750;niklas.mueller@die-energie.de;https://www.Die-Energie.de;SNB991797615686;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB991797615686)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher | TAB/Portal: Website-Recherche noetig
Vereinigte Wertach-Elektrizitätswerke GmbH;GmbH;Neugablonzer Straße 21;87600;Kaufbeuren;BY;08341805395;netz.service@vwew-energie.de;https://www.vwew-energie.de;SNB966808200267;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB966808200267)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Kelheim GmbH & Co KG;GmbH & Co. KG;Hallstattstraße 15;93309;Kelheim;BY;09441 5032-0;info@stadtwerke-kelheim.de;https://www.stadtwerke-kelheim.de;SNB965500640463;n/a - separates Netzportal vorhanden, Direktlink nicht extrahiert;Unbekannt;n/a;n/a;Netzportal - https://netz.stadtwerke-kelheim.de/;n/a;n/a;n/a;"https://www.stadtwerke-kelheim.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB965500640463)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
AllgäuNetz GmbH & Co. KG;GmbH & Co. KG;Illerstraße 18;87435;Kempten (Allgäu);BY;0831 96006-0;n/a - nicht verifiziert;https://www.allgaeunetz.com;SNB926394308747;https://www.allgaeunetz.com/download/2024_06_25_1000_bdew_bundesmusterwortlaut_tab_2023.pdf;BDEW_Muster;TAB 2023 V2.0, veröffentlicht 25.06.2024;n/a;n/a - nicht verifiziert;n/a;n/a;n/a;"https://www.allgaeunetz.com/tabordner.html | https://www.allgaeunetz.com/technische-vorgaben.html; MaStR Gesamtdatenexport 2026-09-18 (SNB926394308747)";2026-09-18;"WICHTIG: AllgäuNetz GmbH & Co. KG (nicht die Allgäuer Überlandwerk GmbH selbst) ist laut Recherche der tatsächliche Verteilnetzbetreiber im Allgäu. Siehe separaten Eintrag ""Allgäuer Überlandwerk GmbH"" für den bekannteren Options-/Mutterkonzern-Namen (AÜW). | MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber"
Allgäuer Überlandwerk GmbH (AÜW);GmbH;Illerstraße 18;87435;Kempten (Allgäu);BY;0831 2521-0;info@auew.de;https://auew.de;n/a;n/a - siehe AllgäuNetz GmbH & Co. KG;Unbekannt;n/a;n/a;n/a;n/a;n/a;n/a;https://auew.de/impressum/;2026-09-18;"AÜW ist der bekannte Regionalname/Konzern im Allgäu, betreibt aber laut dieser Recherche NICHT direkt selbst das Niederspannungsnetz - dies erfolgt über die separat eingetragene Gesellschaft ""AllgäuNetz GmbH & Co. KG"" (gleiche Adresse). Für Datenbankzwecke ggf. primär den AllgäuNetz-Eintrag als eigentlichen VNB werten, AÜW hier der Vollständigkeit halber (war expliziter Startpunkt im Rechercheauftrag) mit aufgeführt. | Kein sicherer MaStR-Match; TAB/Portal ggf. Website-Recherche | TAB/Portal: Website-Recherche noetig"
Gemeindewerke Kiefersfelden;Eigenbetrieb;Kufsteiner Straße 17;83088;Kiefersfelden;BY;+49 (08033) 976521;info@gemeindewerke-kiefersfelden.de;https://www.gemeindewerke-kiefersfelden.de;SNB981193584808;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB981193584808)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website, Rechtsform | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
EVU-Schmid;Einzelunternehmen;Mühlenstraße 44;83417;Kirchanschöring;BY;08685 247;wolfgang.schmid@evuschmid.de;https://www.evuschmid.de;SNB925831583235;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB925831583235)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website, Rechtsform | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | Match unsicher (fuzzy, score=93) | TAB/Portal: Website-Recherche noetig
Fürstlich Fugger v. Glött'sche E-Werks GmbH & Co. KG;GmbH & Co. KG;Marktplatz 4;87757;Kirchheim;BY;08266-861011;d.fischer@ffew.de;https://www.ffew.de;SNB991381724831;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.regulierungskammer-bayern.de/fileadmin/user_upload/regulierungskammer/Dokumente/Zustaendigkeiten/2026-06-08-Regulierungskammer-Netzbetreiberliste-Strom-2026.pdf; MaStR Gesamtdatenexport 2026-09-18 (SNB991381724831)";2026-09-18;Kleiner/lokaler VNB laut offizieller Netzbetreiberliste der Bayerischen Landesregulierungsbehoerde (Stand 08.06.2026). Adresse/Telefon/Email/Website/TAB-Link im Rahmen dieser Recherche NICHT individuell verifiziert (Zeit- und Suchbudget begrenzt, WebSearch-Kontingent aufgebraucht) - vor Nutzung auf offizieller Quelle bzw. Firmenwebsite pruefen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Website | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | Match unsicher (fuzzy, score=89) | TAB/Portal: Website-Recherche noetig
